x1,y1,theta1,hue1,sat1,x2,y2,theta2,hue2,sat2,x3,y3,theta3,hue3,sat3
-0.356997,0.110438,0.066610,0.932066,0.528937,-0.099936,0.235560,-1.552410,0.823784,0.675754,0.077792,0.093638,0.389022,0.363273,0.413522
-0.325485,0.108490,0.077303,0.932350,0.512494,-0.077138,0.234873,-1.553843,0.812875,0.645337,0.104443,0.092200,0.398614,0.350360,0.397821
-0.302759,0.105310,0.076368,0.932805,0.501128,-0.064408,0.234341,-1.548773,0.802771,0.610900,0.120796,0.089837,0.396947,0.354644,0.405762
-0.286521,0.102179,0.090335,0.926032,0.495352,-0.050617,0.234359,-1.554167,0.800698,0.590427,0.135390,0.086122,0.400831,0.362897,0.404146
-0.272009,0.100521,0.107309,0.920312,0.488237,-0.039011,0.234086,-1.550744,0.800698,0.590427,0.148417,0.084227,0.404467,0.362897,0.404146
-0.258630,0.097576,0.104159,0.920312,0.488237,-0.026643,0.233016,-1.544649,0.800698,0.583945,0.159636,0.081673,0.410690,0.355254,0.404146
-0.243214,0.094555,0.119109,0.925054,0.460193,-0.013403,0.232736,-1.545208,0.766606,0.566597,0.173203,0.079223,0.413470,0.378188,0.384443
-0.230388,0.090455,0.119720,0.907175,0.480896,-0.002469,0.233108,-1.547772,0.754031,0.560095,0.185069,0.076633,0.412132,0.378420,0.398756
-0.221419,0.083078,0.125070,0.922499,0.446462,0.001441,0.228803,-1.543530,0.749283,0.556585,0.192620,0.069678,0.398951,0.390119,0.379340
-0.216021,0.078587,0.127223,0.920498,0.448274,0.004486,0.226389,-1.547890,0.742941,0.545661,0.198484,0.065579,0.398108,0.394917,0.371265
-0.210049,0.072504,0.134268,0.913786,0.447891,0.008586,0.222296,-1.553173,0.739134,0.542991,0.204859,0.059353,0.386855,0.394399,0.374950
-0.202965,0.064441,0.127629,0.909926,0.449040,0.011833,0.217765,-1.560567,0.737418,0.536007,0.209890,0.052371,0.384263,0.400231,0.367847
-0.197093,0.058937,0.130802,0.935182,0.426945,0.014707,0.215709,-1.555666,0.731710,0.536844,0.214358,0.047830,0.377377,0.393934,0.370371
