environment,primitive,field_mode,radius,avg_dist_origin,std_dist_origin,avg_dist_to_est_center,std_dist_to_est_center,est_center_x_mean,est_center_x_std,est_center_y_mean,est_center_y_std
vortex1,4R_orbiter_advanced,rbf,0.3,0.35793547519888536,0.04018735323966578,0.3836969567152973,0.3533954687986045,0.011923393694580533,0.18204571872699715,-0.018142586969897068,0.3103616159527786
vortex1,4R_orbiter_advanced,rbf,0.4,0.42484529852477926,0.03255158970751762,0.6318745094365112,1.9151947178657525,0.01383492617550743,0.322527055320158,0.07726363258391065,1.953632703268941
vortex1,4R_orbiter_advanced,rbf,0.5,0.5109123819486275,0.056797303762471815,0.9036120405031512,2.2969279717448727,-0.02772116548276603,0.9507696761056804,-0.19688923327033514,2.156436267936721
vortex1,4R_orbiter_advanced,rbf,0.6,0.5776761717653628,0.06431579880104119,1.0894035319007984,2.221138112230072,0.13068549167135562,2.1014719598538556,-0.03928988912837473,1.0752646748619408
vortex1,3R_vector_sum,analytical,0.1,0.5255632237267864,0.15818684155185628,0.5255632238139019,0.15818684156834797,-7.88557891020401e-12,6.308541778876545e-11,-3.4474738982765255e-12,6.702858416175634e-11
vortex1,3R_vector_sum,analytical,0.2,0.5467349753123049,0.14348968476759913,0.5467349754031798,0.14348968477506083,-2.9545858989439205e-12,6.732747810900448e-11,6.818920087159898e-12,6.462697718734938e-11
vortex1,3R_vector_sum,analytical,0.3,0.5804982428155513,0.12765291201762302,0.5804982429086647,0.1276529120210647,9.708780438788615e-12,6.464119787103911e-11,5.494279334951031e-12,6.826866319263921e-11
vortex1,3R_vector_sum,analytical,0.4,0.6288707282164381,0.11145660037859727,0.628870728311268,0.11145660038078169,9.858768328126345e-12,6.882997432253834e-11,-6.8120407112263916e-12,6.571196959508533e-11
vortex1,3R_vector_sum,analytical,0.5,0.6892098670046215,0.09664866153086486,0.6892098671006365,0.09664866153230642,-8.845075387705909e-13,6.700250175580215e-11,-5.990394167958085e-12,6.962896102944703e-11
vortex1,3R_vector_sum,analytical,0.6,0.7588888361247083,0.08387814996200386,0.7588888362212157,0.08387814996243788,-1.4311540556832938e-12,7.009143799331857e-11,5.3076019826966055e-12,6.699692668989511e-11
vortex1,3R_vector_sum,nn,0.1,0.6583850580814372,0.22780450325805496,1.1063624323585264,0.8346524343467981,0.1428640871752627,0.359742619619622,0.2089043201742384,0.6796582626064561
